feature_id,year,value,country_code,month
2,2010,6800000.0,ARG,
2,2011,6703000.0,ARG,
2,2012,6497000.0,ARG,
2,2013,6510000.0,ARG,
2,2014,7165000.0,ARG,
2,2015,6816000.0,ARG,
2,2016,6668000.0,ARG,
2,2017,6711000.0,ARG,
2,2018,6942000.0,ARG,
2,2019,7399000.0,ARG,
2,2020,,ARG,
2,2010,684000.0,ARM,
2,2011,758000.0,ARM,
2,2012,963000.0,ARM,
2,2013,1084000.0,ARM,
2,2014,1204000.0,ARM,
2,2015,1192000.0,ARM,
2,2016,1260000.0,ARM,
2,2017,1495000.0,ARM,
2,2018,1652000.0,ARM,
2,2019,1894000.0,ARM,
2,2020,,ARM,
2,2010,40300.0,ASM,
2,2011,41300.0,ASM,
2,2012,50200.0,ASM,
2,2013,49300.0,ASM,
2,2014,51600.0,ASM,
2,2015,47100.0,ASM,
2,2016,38300.0,ASM,
2,2017,42300.0,ASM,
2,2018,51800.0,ASM,
2,2019,52700.0,ASM,
2,2020,,ASM,
2,2010,788000.0,ATG,
2,2011,848000.0,ATG,
2,2012,819000.0,ATG,
2,2013,777000.0,ATG,
2,2014,771000.0,ATG,
2,2015,894000.0,ATG,
2,2016,874000.0,ATG,
2,2017,1040000.0,ATG,
2,2018,1064000.0,ATG,
2,2019,1035000.0,ATG,
2,2020,,ATG,
2,2010,5790000.0,AUS,
2,2011,5771000.0,AUS,
2,2012,6032000.0,AUS,
2,2013,6482000.0,AUS,
2,2014,6922000.0,AUS,
2,2015,7449000.0,AUS,
2,2016,8269000.0,AUS,
2,2017,8815000.0,AUS,
2,2018,9246000.0,AUS,
2,2019,9466000.0,AUS,
2,2020,,AUS,
2,2010,22004000.0,AUT,
2,2011,23012000.0,AUT,
2,2012,24151000.0,AUT,
2,2013,24813000.0,AUT,
2,2014,25291000.0,AUT,
2,2015,26728000.0,AUT,
2,2016,28121000.0,AUT,
2,2017,29460000.0,AUT,
2,2018,30816000.0,AUT,
2,2019,31884000.0,AUT,
2,2020,,AUT,
2,2010,1963000.0,AZE,
2,2011,2239000.0,AZE,
2,2012,2484000.0,AZE,
2,2013,2509000.0,AZE,
2,2014,2298000.0,AZE,
2,2015,2006000.0,AZE,
2,2016,2249000.0,AZE,
2,2017,2697000.0,AZE,
2,2018,2850000.0,AZE,
2,2019,3170000.0,AZE,
2,2020,,AZE,
2,2010,142000.0,BDI,
2,2011,144000.0,BDI,
2,2012,147000.0,BDI,
2,2013,234000.0,BDI,
2,2014,235000.0,BDI,
2,2015,131000.0,BDI,
2,2016,187000.0,BDI,
2,2017,299000.0,BDI,
2,2018,,BDI,
2,2019,,BDI,
2,2020,,BDI,
2,2010,7186000.0,BEL,
2,2011,7494000.0,BEL,
2,2012,7560000.0,BEL,
2,2013,7684000.0,BEL,
2,2014,7887000.0,BEL,
2,2015,8355000.0,BEL,
2,2016,7481000.0,BEL,
2,2017,8385000.0,BEL,
2,2018,9119000.0,BEL,
2,2019,9343000.0,BEL,
2,2020,,BEL,
2,2010,,BEN,
2,2011,222000.0,BEN,
2,2012,232000.0,BEN,
2,2013,252000.0,BEN,
2,2014,265000.0,BEN,
2,2015,279000.0,BEN,
2,2016,292000.0,BEN,
2,2017,307000.0,BEN,
2,2018,322000.0,BEN,
2,2019,337000.0,BEN,
2,2020,,BEN,
2,2010,274000.0,BFA,
2,2011,238000.0,BFA,
2,2012,237000.0,BFA,
2,2013,218000.0,BFA,
2,2014,191000.0,BFA,
2,2015,163000.0,BFA,
2,2016,152000.0,BFA,
2,2017,143000.0,BFA,
2,2018,144000.0,BFA,
2,2019,143000.0,BFA,
2,2020,,BFA,
2,2010,139000.0,BGD,
2,2011,157000.0,BGD,
2,2012,160000.0,BGD,
2,2013,104000.0,BGD,
2,2014,134000.0,BGD,
2,2015,126000.0,BGD,
2,2016,182000.0,BGD,
2,2017,237000.0,BGD,
2,2018,267000.0,BGD,
2,2019,323000.0,BGD,
2,2020,,BGD,
2,2010,8374000.0,BGR,
2,2011,8713000.0,BGR,
2,2012,8867000.0,BGR,
2,2013,9192000.0,BGR,
2,2014,9409000.0,BGR,
2,2015,9317000.0,BGR,
2,2016,10604000.0,BGR,
2,2017,11596000.0,BGR,
2,2018,12368000.0,BGR,
2,2019,12552000.0,BGR,
2,2020,,BGR,
2,2010,11952000.0,BHR,
2,2011,6732000.0,BHR,
2,2012,8062000.0,BHR,
2,2013,9163000.0,BHR,
2,2014,10452000.0,BHR,
2,2015,9670000.0,BHR,
2,2016,10158000.0,BHR,
2,2017,11374000.0,BHR,
2,2018,12045000.0,BHR,
2,2019,11061000.0,BHR,
2,2020,,BHR,
2,2010,5255000.0,BHS,
2,2011,5588000.0,BHS,
2,2012,5940000.0,BHS,
2,2013,6151000.0,BHS,
2,2014,6320000.0,BHS,
2,2015,6112000.0,BHS,
2,2016,6265000.0,BHS,
2,2017,6136000.0,BHS,
2,2018,6622000.0,BHS,
2,2019,7250000.0,BHS,
2,2020,,BHS,
2,2010,365000.0,BIH,
2,2011,392000.0,BIH,
2,2012,439000.0,BIH,
2,2013,529000.0,BIH,
2,2014,536000.0,BIH,
2,2015,678000.0,BIH,
2,2016,778000.0,BIH,
2,2017,923000.0,BIH,
2,2018,1053000.0,BIH,
2,2019,1198000.0,BIH,
2,2020,,BIH,
2,2010,5674000.0,BLR,
2,2011,5877000.0,BLR,
2,2012,6130000.0,BLR,
2,2013,6242000.0,BLR,
2,2014,5375000.0,BLR,
2,2015,4386000.0,BLR,
2,2016,10935000.0,BLR,
2,2017,11060000.0,BLR,
2,2018,11502000.0,BLR,
2,2019,11832000.0,BLR,
2,2020,,BLR,
2,2010,1054000.0,BLZ,
2,2011,1106000.0,BLZ,
2,2012,1028000.0,BLZ,
2,2013,1022000.0,BLZ,
2,2014,1289000.0,BLZ,
2,2015,1299000.0,BLZ,
2,2016,1391000.0,BLZ,
2,2017,1441000.0,BLZ,
2,2018,1697000.0,BLZ,
2,2019,1674000.0,BLZ,
2,2020,,BLZ,
2,2010,580000.0,BMU,
2,2011,652000.0,BMU,
2,2012,610000.0,BMU,
2,2013,576000.0,BMU,
2,2014,580000.0,BMU,
2,2015,597000.0,BMU,
2,2016,642000.0,BMU,
2,2017,688000.0,BMU,
2,2018,766000.0,BMU,
2,2019,805000.0,BMU,
2,2020,,BMU,
2,2010,679000.0,BOL,
2,2011,711000.0,BOL,
2,2012,798000.0,BOL,
2,2013,798000.0,BOL,
2,2014,871000.0,BOL,
2,2015,882000.0,BOL,
2,2016,961000.0,BOL,
2,2017,1109000.0,BOL,
2,2018,1142000.0,BOL,
2,2019,1239000.0,BOL,
2,2020,,BOL,
2,2010,5161000.0,BRA,
2,2011,5433000.0,BRA,
2,2012,5677000.0,BRA,
2,2013,5813000.0,BRA,
2,2014,6430000.0,BRA,
2,2015,6306000.0,BRA,
2,2016,6547000.0,BRA,
2,2017,6589000.0,BRA,
2,2018,6621000.0,BRA,
2,2019,6353000.0,BRA,
2,2020,,BRA,
2,2010,1197000.0,BRB,
2,2011,1187000.0,BRB,
2,2012,1053000.0,BRB,
2,2013,1079000.0,BRB,
2,2014,1079000.0,BRB,
2,2015,1179000.0,BRB,
2,2016,1227000.0,BRB,
2,2017,1345000.0,BRB,
2,2018,1356000.0,BRB,
2,2019,966000.0,BRB,
2,2020,,BRB,
2,2010,214000.0,BRN,
2,2011,242000.0,BRN,
2,2012,209000.0,BRN,
2,2013,225000.0,BRN,
2,2014,201000.0,BRN,
2,2015,218000.0,BRN,
2,2016,219000.0,BRN,
2,2017,259000.0,BRN,
2,2018,278000.0,BRN,
2,2019,333000.0,BRN,
2,2020,,BRN,
2,2010,41000.0,BTN,
2,2011,66000.0,BTN,
2,2012,105000.0,BTN,
2,2013,116000.0,BTN,
2,2014,133000.0,BTN,
2,2015,155000.0,BTN,
2,2016,210000.0,BTN,
2,2017,255000.0,BTN,
2,2018,274000.0,BTN,
2,2019,316000.0,BTN,
2,2020,,BTN,
2,2010,,BWA,
2,2011,,BWA,
2,2012,,BWA,
2,2013,,BWA,
2,2014,,BWA,
2,2015,1660000.0,BWA,
2,2016,1712000.0,BWA,
2,2017,1775000.0,BWA,
2,2018,1830000.0,BWA,
2,2019,,BWA,
2,2020,,BWA,
2,2010,53800.0,CAF,
2,2011,65400.0,CAF,
2,2012,70800.0,CAF,
2,2013,83500.0,CAF,
2,2014,95700.0,CAF,
2,2015,120500.0,CAF,
2,2016,82000.0,CAF,
2,2017,107000.0,CAF,
2,2018,109000.0,CAF,
2,2019,,CAF,
2,2020,,CAF,
2,2010,25621000.0,CAN,
2,2011,25066000.0,CAN,
2,2012,25318000.0,CAN,
2,2013,25167000.0,CAN,
2,2014,25558000.0,CAN,
2,2015,27555000.0,CAN,
2,2016,30142000.0,CAN,
2,2017,31081000.0,CAN,
2,2018,31274000.0,CAN,
2,2019,32430000.0,CAN,
2,2020,,CAN,
2,2010,211503443.0,CEB,
2,2011,219665362.0,CEB,
2,2012,230513828.0,CEB,
2,2013,239484452.0,CEB,
2,2014,247176982.0,CEB,
2,2015,265484205.0,CEB,
2,2016,282858334.0,CEB,
2,2017,293799710.0,CEB,
2,2018,301502122.0,CEB,
2,2019,314638365.0,CEB,
2,2020,,CEB,
2,2010,8628000.0,CHE,
2,2011,8534000.0,CHE,
2,2012,8566000.0,CHE,
2,2013,8967000.0,CHE,
2,2014,9158000.0,CHE,
2,2015,9305000.0,CHE,
2,2016,10402000.0,CHE,
2,2017,11133000.0,CHE,
2,2018,11715000.0,CHE,
2,2019,11818000.0,CHE,
2,2020,,CHE,
2,2010,,CHI,
2,2011,,CHI,
2,2012,,CHI,
2,2013,,CHI,
2,2014,,CHI,
2,2015,,CHI,
2,2016,,CHI,
2,2017,,CHI,
2,2018,,CHI,
2,2019,,CHI,
2,2020,,CHI,
2,2010,3584000.0,CHL,
2,2011,3963000.0,CHL,
2,2012,4397000.0,CHL,
2,2013,4457000.0,CHL,
2,2014,4601000.0,CHL,
2,2015,5487000.0,CHL,
2,2016,6712000.0,CHL,
2,2017,7621000.0,CHL,
2,2018,6603000.0,CHL,
2,2019,5431000.0,CHL,
2,2020,,CHL,
2,2010,133762000.0,CHN,
2,2011,135423000.0,CHN,
2,2012,132405000.0,CHN,
2,2013,129078000.0,CHN,
2,2014,128499000.0,CHN,
2,2015,133820000.0,CHN,
2,2016,141774000.0,CHN,
2,2017,153260000.0,CHN,
2,2018,158606000.0,CHN,
2,2019,162538000.0,CHN,
2,2020,,CHN,
2,2010,252000.0,CIV,
2,2011,270000.0,CIV,
2,2012,289000.0,CIV,
2,2013,380000.0,CIV,
2,2014,471000.0,CIV,
2,2015,1441000.0,CIV,
2,2016,1583000.0,CIV,
2,2017,1800000.0,CIV,
2,2018,1965000.0,CIV,
2,2019,2070000.0,CIV,
2,2020,,CIV,
2,2010,573000.0,CMR,
2,2011,604000.0,CMR,
2,2012,817000.0,CMR,
2,2013,783000.0,CMR,
2,2014,822000.0,CMR,
2,2015,897000.0,CMR,
2,2016,994000.0,CMR,
2,2017,1081000.0,CMR,
2,2018,997000.0,CMR,
2,2019,,CMR,
2,2020,,CMR,
2,2010,81000.0,COD,
2,2011,186000.0,COD,
2,2012,167000.0,COD,
2,2013,191000.0,COD,
2,2014,334000.0,COD,
2,2015,354000.0,COD,
2,2016,351000.0,COD,
2,2017,,COD,
2,2018,,COD,
2,2019,,COD,
2,2020,,COD,
2,2010,199000.0,COG,
2,2011,224000.0,COG,
2,2012,259000.0,COG,
2,2013,345000.0,COG,
2,2014,229000.0,COG,
2,2015,224000.0,COG,
2,2016,213000.0,COG,
2,2017,151000.0,COG,
2,2018,158000.0,COG,
2,2019,,COG,
2,2020,,COG,
2,2010,1701000.0,COL,
2,2011,2356000.0,COL,
2,2012,2434000.0,COL,
2,2013,2595000.0,COL,
2,2014,2866000.0,COL,
2,2015,3371000.0,COL,
2,2016,3675000.0,COL,
2,2017,4056000.0,COL,
2,2018,4398000.0,COL,
2,2019,4529000.0,COL,
2,2020,,COL,
2,2010,15300.0,COM,
2,2011,18800.0,COM,
2,2012,22800.0,COM,
2,2013,21900.0,COM,
2,2014,22800.0,COM,
2,2015,23600.0,COM,
2,2016,26800.0,COM,
2,2017,28000.0,COM,
2,2018,35900.0,COM,
2,2019,45100.0,COM,
2,2020,,COM,
2,2010,336000.0,CPV,
2,2011,428000.0,CPV,
2,2012,482000.0,CPV,
2,2013,503000.0,CPV,
2,2014,494000.0,CPV,
2,2015,520000.0,CPV,
2,2016,598000.0,CPV,
2,2017,668000.0,CPV,
2,2018,710000.0,CPV,
2,2019,758000.0,CPV,
2,2020,,CPV,
2,2010,2495000.0,CRI,
2,2011,2526000.0,CRI,
2,2012,2542000.0,CRI,
2,2013,2641000.0,CRI,
2,2014,2760000.0,CRI,
2,2015,2899000.0,CRI,
2,2016,3204000.0,CRI,
2,2017,3231000.0,CRI,
2,2018,3313000.0,CRI,
2,2019,3366000.0,CRI,
2,2020,,CRI,
2,2010,14853000.0,CSS,
2,2011,15421000.0,CSS,
2,2012,15540000.0,CSS,
2,2013,15674000.0,CSS,
2,2014,16644000.0,CSS,
2,2015,17200000.0,CSS,
2,2016,17638000.0,CSS,
2,2017,18488000.0,CSS,
2,2018,19669835.0,CSS,
2,2019,19819087.0,CSS,
2,2020,,CSS,
2,2010,2532000.0,CUB,
2,2011,2716000.0,CUB,
2,2012,2847000.0,CUB,
2,2013,2862000.0,CUB,
2,2014,3014000.0,CUB,
2,2015,3540000.0,CUB,
2,2016,4009000.0,CUB,
2,2017,4654000.0,CUB,
2,2018,4712000.0,CUB,
2,2019,4276000.0,CUB,
2,2020,,CUB,
2,2010,762000.0,CUW,
2,2011,837000.0,CUW,
2,2012,908000.0,CUW,
2,2013,1071000.0,CUW,
2,2014,1129000.0,CUW,
2,2015,1072000.0,CUW,
2,2016,944000.0,CUW,
2,2017,1058000.0,CUW,
2,2018,1210000.0,CUW,
2,2019,1293000.0,CUW,
2,2020,,CUW,
2,2010,1886000.0,CYM,
2,2011,1710000.0,CYM,
2,2012,1829000.0,CYM,
2,2013,1721000.0,CYM,
2,2014,1993000.0,CYM,
2,2015,2102000.0,CYM,
2,2016,2097000.0,CYM,
2,2017,2147000.0,CYM,
2,2018,2384000.0,CYM,
2,2019,2334000.0,CYM,
2,2020,,CYM,
2,2010,2450000.0,CYP,
2,2011,2626000.0,CYP,
2,2012,2635000.0,CYP,
2,2013,2626000.0,CYP,
2,2014,2558000.0,CYP,
2,2015,2780000.0,CYP,
2,2016,3286000.0,CYP,
2,2017,3750000.0,CYP,
2,2018,4024000.0,CYP,
2,2019,4117000.0,CYP,
2,2020,,CYP,
2,2010,21941000.0,CZE,
2,2011,22810000.0,CZE,
2,2012,25750000.0,CZE,
2,2013,26332000.0,CZE,
2,2014,27166000.0,CZE,
2,2015,29604000.0,CZE,
2,2016,32519000.0,CZE,
2,2017,34701000.0,CZE,
2,2018,36268000.0,CZE,
2,2019,,CZE,
2,2020,,CZE,
2,2010,26875000.0,DEU,
2,2011,28374000.0,DEU,
2,2012,30411000.0,DEU,
2,2013,31545000.0,DEU,
2,2014,32999000.0,DEU,
2,2015,34970000.0,DEU,
2,2016,35555000.0,DEU,
2,2017,37452000.0,DEU,
2,2018,38881000.0,DEU,
2,2019,39563000.0,DEU,
2,2020,,DEU,
2,2010,51000.0,DJI,
2,2011,56000.0,DJI,
2,2012,60000.0,DJI,
2,2013,63000.0,DJI,
2,2014,,DJI,
2,2015,,DJI,
2,2016,,DJI,
2,2017,,DJI,
2,2018,,DJI,
2,2019,,DJI,
2,2020,,DJI,
2,2010,595000.0,DMA,
2,2011,418000.0,DMA,
2,2012,348000.0,DMA,
2,2013,311000.0,DMA,
2,2014,370000.0,DMA,
2,2015,358000.0,DMA,
2,2016,356000.0,DMA,
2,2017,230000.0,DMA,
2,2018,199000.0,DMA,
2,2019,322000.0,DMA,
2,2020,,DMA,
2,2010,26730000.0,DNK,
2,2011,25811000.0,DNK,
2,2012,26402000.0,DNK,
2,2013,26516000.0,DNK,
2,2014,28070000.0,DNK,
2,2015,28209000.0,DNK,
2,2016,28692000.0,DNK,
2,2017,30736000.0,DNK,
2,2018,30801000.0,DNK,
2,2019,32903000.0,DNK,
2,2020,,DNK,
2,2010,4478000.0,DOM,
2,2011,4654000.0,DOM,
2,2012,4901000.0,DOM,
2,2013,5114000.0,DOM,
2,2014,5576000.0,DOM,
2,2015,6129000.0,DOM,
2,2016,6769000.0,DOM,
2,2017,7296000.0,DOM,
2,2018,7551000.0,DOM,
2,2019,7550000.0,DOM,
2,2020,,DOM,
2,2010,2070000.0,DZA,
2,2011,2395000.0,DZA,
2,2012,2634000.0,DZA,
2,2013,2733000.0,DZA,
2,2014,2301000.0,DZA,
2,2015,1710000.0,DZA,
2,2016,2039000.0,DZA,
2,2017,2451000.0,DZA,
2,2018,2657000.0,DZA,
2,2019,2371000.0,DZA,
2,2020,,DZA,
2,2010,200147994.0,EAP,
2,2011,208104880.0,EAP,
2,2012,211812935.0,EAP,
2,2013,217359646.0,EAP,
2,2014,219559757.0,EAP,
2,2015,232431016.0,EAP,
2,2016,246180646.0,EAP,
2,2017,267153312.0,EAP,
2,2018,281199029.0,EAP,
2,2019,292914981.0,EAP,
2,2020,,EAP,
2,2010,260218031.0,EAR,
2,2011,251178036.0,EAR,
2,2012,266770387.0,EAR,
2,2013,276291316.0,EAR,
2,2014,298030474.0,EAR,
2,2015,305091375.0,EAR,
2,2016,301876958.0,EAR,
2,2017,326787965.0,EAR,
2,2018,350576700.0,EAR,
2,2019,369336989.0,EAR,
2,2020,,EAR,
2,2010,307340771.0,EAS,
2,2011,325108335.0,EAS,
2,2012,342226044.0,EAS,
2,2013,360414450.0,EAS,
2,2014,378699336.0,EAS,
2,2015,396249901.0,EAS,
2,2016,418805639.0,EAS,
2,2017,446066533.0,EAS,
2,2018,476456920.0,EAS,
2,2019,487076537.0,EAS,
2,2020,,EAS,
2,2010,118984456.0,ECA,
2,2011,132384349.0,ECA,
2,2012,142028080.0,ECA,
2,2013,150934822.0,ECA,
2,2014,140716577.0,ECA,
2,2015,142635862.0,ECA,
2,2016,133985703.0,ECA,
2,2017,149327771.0,ECA,
2,2018,168938760.0,ECA,
2,2019,180724280.0,ECA,
2,2020,,ECA,
2,2010,856173587.0,ECS,
2,2011,904411099.0,ECS,
2,2012,929785345.0,ECS,
2,2013,964683666.0,ECS,
2,2014,981440068.0,ECS,
2,2015,1010743320.0,ECS,
2,2016,1038921833.0,ECS,
2,2017,1095570941.0,ECS,
2,2018,1140489223.0,ECS,
2,2019,1183445652.0,ECS,
2,2020,,ECS,
2,2010,1047000.0,ECU,
2,2011,1141000.0,ECU,
2,2012,1272000.0,ECU,
2,2013,1364000.0,ECU,
2,2014,1695000.0,ECU,
2,2015,1676000.0,ECU,
2,2016,1569000.0,ECU,
2,2017,1806000.0,ECU,
2,2018,2535000.0,ECU,
2,2019,2108000.0,ECU,
2,2020,,ECU,
2,2010,14731000.0,EGY,
2,2011,9845000.0,EGY,
2,2012,11532000.0,EGY,
2,2013,9464000.0,EGY,
2,2014,9878000.0,EGY,
2,2015,9328000.0,EGY,
2,2016,5399000.0,EGY,
2,2017,8292000.0,EGY,
2,2018,11346000.0,EGY,
2,2019,13026000.0,EGY,
2,2020,,EGY,
2,2010,485769067.0,EMU,
2,2011,508494435.0,EMU,
2,2012,513787451.0,EMU,
2,2013,532531226.0,EMU,
2,2014,548378758.0,EMU,
2,2015,564125527.0,EMU,
2,2016,583438534.0,EMU,
2,2017,610362150.0,EMU,
2,2018,631498887.0,EMU,
2,2019,,EMU,
2,2020,,EMU,
2,2010,84000.0,ERI,
2,2011,107000.0,ERI,
2,2012,129000.0,ERI,
2,2013,141000.0,ERI,
2,2014,119000.0,ERI,
2,2015,114000.0,ERI,
2,2016,142000.0,ERI,
2,2017,,ERI,
2,2018,,ERI,
2,2019,,ERI,
2,2020,,ERI,
2,2010,93744000.0,ESP,
2,2011,99187000.0,ESP,
2,2012,98128000.0,ESP,
2,2013,103231000.0,ESP,
2,2014,107144000.0,ESP,
2,2015,109834000.0,ESP,
2,2016,115561000.0,ESP,
2,2017,121717000.0,ESP,
2,2018,124456000.0,ESP,
2,2019,126170000.0,ESP,
2,2020,,ESP,
2,2010,4369000.0,EST,
2,2011,4907000.0,EST,
2,2012,5007000.0,EST,
2,2013,5737000.0,EST,
2,2014,5804000.0,EST,
2,2015,5696000.0,EST,
2,2016,5942000.0,EST,
2,2017,6145000.0,EST,
2,2018,6033000.0,EST,
2,2019,6103000.0,EST,
2,2020,,EST,
2,2010,468000.0,ETH,
2,2011,523000.0,ETH,
2,2012,597000.0,ETH,
2,2013,681000.0,ETH,
2,2014,770000.0,ETH,
2,2015,864000.0,ETH,
2,2016,871000.0,ETH,
2,2017,933000.0,ETH,
2,2018,849000.0,ETH,
2,2019,812000.0,ETH,
2,2020,,ETH,
2,2010,705250736.0,EUU,
2,2011,739701833.0,EUU,
2,2012,756293170.0,EUU,
2,2013,780872157.0,EUU,
2,2014,806007534.0,EUU,
2,2015,832208137.0,EUU,
2,2016,866488537.0,EUU,
2,2017,906805888.0,EUU,
2,2018,934880666.0,EUU,
2,2019,966435421.0,EUU,
2,2020,,EUU,
2,2010,36919297.0,FCS,
2,2011,30416045.0,FCS,
2,2012,32472106.0,FCS,
2,2013,33260754.0,FCS,
2,2014,,FCS,
2,2015,,FCS,
2,2016,,FCS,
2,2017,,FCS,
2,2018,,FCS,
2,2019,,FCS,
2,2020,,FCS,
2,2010,3670000.0,FIN,
2,2011,4192000.0,FIN,
2,2012,4226000.0,FIN,
2,2013,2797000.0,FIN,
2,2014,2731000.0,FIN,
2,2015,2622000.0,FIN,
2,2016,2789000.0,FIN,
2,2017,3180000.0,FIN,
2,2018,3224000.0,FIN,
2,2019,3290000.0,FIN,
2,2020,,FIN,
2,2010,692000.0,FJI,
2,2011,734000.0,FJI,
2,2012,741000.0,FJI,
2,2013,769000.0,FJI,
2,2014,781000.0,FJI,
2,2015,869000.0,FJI,
2,2016,963000.0,FJI,
2,2017,1027000.0,FJI,
2,2018,1058000.0,FJI,
2,2019,969000.0,FJI,
2,2020,,FJI,
2,2010,189826000.0,FRA,
2,2011,196595000.0,FRA,
2,2012,197522000.0,FRA,
2,2013,204410000.0,FRA,
2,2014,206599000.0,FRA,
2,2015,203302000.0,FRA,
2,2016,203042000.0,FRA,
2,2017,207274000.0,FRA,
2,2018,211998000.0,FRA,
2,2019,,FRA,
2,2020,,FRA,
2,2010,,FRO,
2,2011,,FRO,
2,2012,,FRO,
2,2013,,FRO,
2,2014,,FRO,
2,2015,,FRO,
2,2016,,FRO,
2,2017,,FRO,
2,2018,,FRO,
2,2019,,FRO,
2,2020,,FRO,
2,2010,44700.0,FSM,
2,2011,35400.0,FSM,
2,2012,38300.0,FSM,
2,2013,42100.0,FSM,
2,2014,35400.0,FSM,
2,2015,31200.0,FSM,
2,2016,29600.0,FSM,
2,2017,,FSM,
2,2018,19200.0,FSM,
2,2019,18000.0,FSM,
2,2020,,FSM,
2,2010,,GAB,
2,2011,,GAB,
2,2012,,GAB,
2,2013,,GAB,
2,2014,,GAB,
2,2015,,GAB,
2,2016,,GAB,
2,2017,,GAB,
2,2018,,GAB,
2,2019,,GAB,
2,2020,,GAB,
2,2010,30398000.0,GBR,
2,2011,31886000.0,GBR,
2,2012,32221000.0,GBR,
2,2013,33567000.0,GBR,
2,2014,35337000.0,GBR,
2,2015,36792000.0,GBR,
2,2016,39129000.0,GBR,
2,2017,41080000.0,GBR,
2,2018,40283000.0,GBR,
2,2019,40857000.0,GBR,
2,2020,,GBR,
2,2010,2032000.0,GEO,
2,2011,2712000.0,GEO,
2,2012,4106000.0,GEO,
2,2013,4954000.0,GEO,
2,2014,5004000.0,GEO,
2,2015,5256000.0,GEO,
2,2016,5393000.0,GEO,
2,2017,6483000.0,GEO,
2,2018,7203000.0,GEO,
2,2019,7726000.0,GEO,
2,2020,,GEO,
2,2010,931000.0,GHA,
2,2011,821000.0,GHA,
2,2012,903000.0,GHA,
2,2013,994000.0,GHA,
2,2014,825000.0,GHA,
2,2015,897000.0,GHA,
2,2016,,GHA,
2,2017,,GHA,
2,2018,,GHA,
2,2019,,GHA,
2,2020,,GHA,
2,2010,,GIB,
2,2011,,GIB,
2,2012,,GIB,
2,2013,,GIB,
2,2014,,GIB,
2,2015,,GIB,
2,2016,,GIB,
2,2017,,GIB,
2,2018,,GIB,
2,2019,,GIB,
2,2020,,GIB,
2,2010,12400.0,GIN,
2,2011,131000.0,GIN,
2,2012,96000.0,GIN,
2,2013,56000.0,GIN,
2,2014,33000.0,GIN,
2,2015,35000.0,GIN,
2,2016,63000.0,GIN,
2,2017,99000.0,GIN,
2,2018,,GIN,
2,2019,,GIN,
2,2020,,GIN,
2,2010,91000.0,GMB,
2,2011,106000.0,GMB,
